/dev/cu.usbserial-110,Setup complete
/dev/cu.usbserial-110,"/*155.00,20.00,160.00,180.00,0.00,1.00*/"
/dev/cu.usbserial-110,"/*155.68,20.00,160.00,180.00,0.00,4.00*/"
/dev/cu.usbserial-110,"/*162.91,20.27,159.73,179.65,0.35,36.00*/"
/dev/cu.usbserial-110,"/*172.97,21.41,158.59,178.19,1.81,81.00*/"
/dev/cu.usbserial-110,"/*182.81,23.43,156.57,175.60,4.40,126.00*/"
/dev/cu.usbserial-110,"/*192.50,26.37,153.63,171.82,8.18,172.00*/"
/dev/cu.usbserial-110,"/*201.69,30.15,149.85,166.94,13.06,218.00*/"
/dev/cu.usbserial-110,"/*210.43,34.85,145.15,160.91,19.09,265.00*/"
/dev/cu.usbserial-110,"/*218.24,40.19,139.81,154.04,25.96,311.00*/"
/dev/cu.usbserial-110,"/*225.34,46.34,133.66,146.14,33.86,358.00*/"
/dev/cu.usbserial-110,"/*231.47,53.09,126.91,137.46,42.54,405.00*/"
/dev/cu.usbserial-110,"/*236.43,60.20,119.80,128.32,51.68,451.00*/"
/dev/cu.usbserial-110,"/*240.38,67.87,112.13,118.46,61.54,498.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,Setup complete
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*155.00,20.00,160.00,180.00,0.00,1.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*155.68,20.00,160.00,180.00,0.00,4.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*162.91,20.27,159.73,179.65,0.35,36.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*172.97,21.41,158.59,178.19,1.81,81.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*182.81,23.43,156.57,175.60,4.40,126.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*192.50,26.37,153.63,171.82,8.18,172.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*201.69,30.15,149.85,166.94,13.06,218.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*210.43,34.85,145.15,160.91,19.09,265.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*218.24,40.19,139.81,154.04,25.96,311.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*225.34,46.34,133.66,146.14,33.86,358.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*231.47,53.09,126.91,137.46,42.54,405.00*/"
/dev/cu.usbmodem1201,/*-0.00
/dev/cu.usbserial-110,"/*236.43,60.20,119.80,128.32,51.68,451.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*240.38,67.87,112.13,118.46,61.54,498.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*243.14,75.85,104.15,108.20,71.80,545.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*244.67,84.03,95.97,97.68,82.32,592.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*244.97,91.76,88.24,87.74,92.26,636.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*244.14,99.65,80.35,77.60,102.40,681.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*242.06,107.75,72.25,67.18,112.82,728.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*238.85,115.44,64.56,57.29,122.71,774.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*234.41,122.95,57.05,47.64,132.36,821.00*/"
/dev/cu.usbmodem1201,",0.01"
/dev/cu.usbserial-110,"/*228.86,130.00,50.00,38.57,141.43,868.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*222.44,136.36,43.64,30.40,149.60,914.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*214.94,142.22,37.78,22.87,157.13,961.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*206.61,147.35,32.65,16.27,163.73,1008.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*197.36,151.76,28.24,10.59,169.41,1056.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*187.71,155.21,24.79,6.15,173.85,1103.00*/"
/dev/cu.usbmodem1201,",0.01"
/dev/cu.usbserial-110,"/*177.60,157.76,22.24,2.88,177.12,1150.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*166.95,159.38,20.62,0.80,179.20,1198.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*156.58,159.99,20.01,0.01,179.99,1244.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*145.97,159.65,20.35,0.45,179.55,1291.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*135.48,158.33,21.67,2.14,177.86,1338.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*125.47,156.13,23.87,4.98,175.02,1385.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*115.66,152.96,27.04,9.05,170.95,1431.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*106.39,148.91,31.09,14.25,165.75,1478.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*97.63,143.94,36.06,20.65,159.35,1526.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*90.02,138.43,41.57,27.73,152.27,1572.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*83.13,132.13,47.87,35.83,144.17,1619.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*77.13,125.10,54.90,44.87,135.13,1667.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*72.45,117.88,62.12,54.15,125.85,1713.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*68.80,110.12,69.88,64.13,115.87,1760.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*66.35,102.08,77.92,74.47,105.53,1807.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*65.14,93.87,86.13,85.03,94.97,1854.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*65.14,86.13,93.87,94.97,85.03,1898.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*66.27,78.27,101.73,105.08,74.92,1943.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*68.67,70.22,109.78,115.43,64.57,1990.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*72.18,62.60,117.40,125.22,54.78,2036.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*76.91,55.20,124.80,134.74,45.26,2083.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*82.72,48.29,131.71,143.63,36.37,2130.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*89.55,41.95,138.05,151.77,28.23,2177.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*97.28,36.29,143.71,159.06,20.94,2224.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*105.82,31.37,148.63,165.38,14.62,2271.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*115.05,27.27,152.73,170.65,9.35,2319.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*124.83,24.05,155.95,174.79,5.21,2365.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*135.04,21.74,158.26,177.76,2.24,2412.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*145.52,20.39,159.61,179.50,0.50,2459.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*155.90,20.00,160.00,180.00,0.00,2505.00*/"
/dev/cu.usbserial-110,"/*166.50,20.57,159.43,179.26,0.74,2552.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*176.94,22.11,157.89,177.28,2.72,2599.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*186.87,24.53,155.47,174.17,5.83,2647.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*196.76,27.99,152.01,169.72,10.28,2693.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*206.05,32.35,147.65,164.12,15.88,2741.00*/"
/dev/cu.usbserial-110,"/*214.60,37.55,142.45,157.44,22.56,2789.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*222.13,43.38,136.62,149.94,30.06,2836.00*/"
/dev/cu.usbmodem1201,",-0.00"
/dev/cu.usbserial-110,"/*228.86,50.00,130.00,141.43,38.57,2884.00*/"
/dev/cu.usbmodem1201,*/
/dev/cu.usbserial-110,"/*234.51,57.21,122.79,132.16,47.84,2932.00*/"
/dev/cu.usbserial-110,"/*238.93,64.72,115.28,122.50,57.50,2980.00*/"
/dev/cu.usbmodem1201,/*0.00
/dev/cu.usbserial-110,"/*242.23,72.76,107.24,112.16,67.84,3027.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*244.29,81.23,98.77,101.28,78.72,3076.00*/"
/dev/cu.usbmodem1201,",0.00"
/dev/cu.usbserial-110,"/*245.00,89.47,90.53,90.68,89.32,3123.00*/"
/dev/cu.usbmodem1201,",-0.01"
/dev/cu.usbserial-110,"/*244.50,97.38,82.62,80.52,99.48,3168.00*/"
/dev/cu.usbmodem1201,/*0.36
/dev/cu.usbmodem1201,",-0.27"
/dev/cu.usbmodem1201,",0.30"
/dev/cu.usbmodem1201,",0.36"
/dev/cu.usbmodem1201,",-0.36"
/dev/cu.usbmodem1201,*/
/dev/cu.usbmodem1201,/*0.36
/dev/cu.usbmodem1201,",-0.27"
/dev/cu.usbmodem1201,",0.30"
/dev/cu.usbmodem1201,",0.36"
/dev/cu.usbmodem1201,",-0.36"
/dev/cu.usbmodem1201,*/
/dev/cu.usbmodem1201,/*0.36
/dev/cu.usbmodem1201,",-0.27"
/dev/cu.usbmodem1201,",0.30"
/dev/cu.usbmodem1201,",0.36"
/dev/cu.usbmodem1201,",-0.35"
/dev/cu.usbserial-110,Setup complete
/dev/cu.usbserial-110,"/*155.00,20.00,160.00,180.00,0.00,1.00*/"
/dev/cu.usbserial-110,"/*155.68,20.00,160.00,180.00,0.00,4.00*/"
/dev/cu.usbserial-110,"/*162.91,20.27,159.73,179.65,0.35,36.00*/"
/dev/cu.usbserial-110,"/*172.97,21.41,158.59,178.19,1.81,81.00*/"
/dev/cu.usbserial-110,"/*182.81,23.43,156.57,175.60,4.40,126.00*/"
/dev/cu.usbserial-110,"/*192.50,26.37,153.63,171.82,8.18,172.00*/"
/dev/cu.usbserial-110,"/*201.69,30.15,149.85,166.94,13.06,218.00*/"
/dev/cu.usbserial-110,"/*210.43,34.85,145.15,160.91,19.09,265.00*/"
/dev/cu.usbserial-110,"/*218.24,40.19,139.81,154.04,25.96,311.00*/"
/dev/cu.usbserial-110,"/*225.34,46.34,133.66,146.14,33.86,358.00*/"
/dev/cu.usbserial-110,"/*231.47,53.09,126.91,137.46,42.54,405.00*/"
/dev/cu.usbserial-110,"/*236.43,60.20,119.80,128.32,51.68,451.00*/"
/dev/cu.usbserial-110,"/*240.38,67.87,112.13,118.46,61.54,498.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,Setup complete
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*155.00,20.00,160.00,180.00,0.00,1.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*155.68,20.00,160.00,180.00,0.00,4.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*162.91,20.27,159.73,179.65,0.35,36.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*172.97,21.41,158.59,178.19,1.81,81.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*182.81,23.43,156.57,175.60,4.40,126.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*192.50,26.37,153.63,171.82,8.18,172.00*/"
/dev/cu.usbserial-110,"/*201.69,30.15,149.85,166.94,13.06,218.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*210.43,34.85,145.15,160.91,19.09,265.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*218.24,40.19,139.81,154.04,25.96,311.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*225.34,46.34,133.66,146.14,33.86,358.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*231.47,53.09,126.91,137.46,42.54,405.00*/"
/dev/cu.usbserial-110,"/*236.43,60.20,119.80,128.32,51.68,451.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*240.38,67.87,112.13,118.46,61.54,498.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*243.14,75.85,104.15,108.20,71.80,545.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*244.67,84.03,95.97,97.68,82.32,592.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*244.97,91.76,88.24,87.74,92.26,636.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*244.14,99.65,80.35,77.60,102.40,681.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*242.06,107.75,72.25,67.18,112.82,728.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*238.85,115.44,64.56,57.29,122.71,774.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*234.41,122.95,57.05,47.64,132.36,821.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*228.86,130.00,50.00,38.57,141.43,868.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*222.44,136.36,43.64,30.40,149.60,914.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*214.94,142.22,37.78,22.87,157.13,961.00*/"
/dev/cu.usbserial-110,"/*206.61,147.35,32.65,16.27,163.73,1008.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*197.36,151.76,28.24,10.59,169.41,1056.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*187.71,155.21,24.79,6.15,173.85,1103.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*177.60,157.76,22.24,2.88,177.12,1150.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*166.95,159.38,20.62,0.80,179.20,1198.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*156.58,159.99,20.01,0.01,179.99,1244.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*145.97,159.65,20.35,0.45,179.55,1291.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*135.48,158.33,21.67,2.14,177.86,1338.00*/"
/dev/cu.usbserial-110,"/*125.47,156.13,23.87,4.98,175.02,1385.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*115.66,152.96,27.04,9.05,170.95,1431.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*106.39,148.91,31.09,14.25,165.75,1478.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*97.63,143.94,36.06,20.65,159.35,1526.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*90.02,138.43,41.57,27.73,152.27,1572.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*83.13,132.13,47.87,35.83,144.17,1619.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*77.13,125.10,54.90,44.87,135.13,1667.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*72.45,117.88,62.12,54.15,125.85,1713.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*68.80,110.12,69.88,64.13,115.87,1760.00*/"
/dev/cu.usbserial-110,"/*66.35,102.08,77.92,74.47,105.53,1807.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*65.14,93.87,86.13,85.03,94.97,1854.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*65.14,86.13,93.87,94.97,85.03,1898.00*/"
/dev/cu.usbmodem1201,"/*-0.00,0.00,0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*66.27,78.27,101.73,105.08,74.92,1943.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbmodem1201,"/*-0.00,-0.00,-0.00,0.00,0.00*/"
/dev/cu.usbserial-110,"/*68.67,70.22,109.78,115.43,64.57,1990.00*/"
