0.14908599853515625,0.08,-0.01,0.00,0.00,0.01
0.35288381576538086,0.07,-0.01,0.00,0.00,0.01
0.5573711395263672,0.07,-0.01,0.00,0.00,0.01
0.6589059829711914,01,0.00,0.00,0.01
0.8610899448394775,0.07,-0.01,0.00,0.00,0.01
1.063843011856079,0.07,-0.01,0.00,0.00,0.01
1.2670588493347168,0.07,-0.01,0.00,0.00,0.01
1.4713490009307861,0.07,-0.01,0.00,0.00,0.01
1.6755151748657227,0.07,-0.01,0.00,0.00,0.01
1.8790068626403809,0.07,-0.01,0.00,0.00,0.01
2.082991123199463,0.07,-0.01,0.00,0.00,0.01
2.2872629165649414,0.07,-0.01,0.00,0.00,0.01
2.4918477535247803,0.07,-0.01,0.00,0.00,0.01
2.695345163345337,0.08,-0.01,0.00,0.00,0.01
2.89902400970459,0.07,-0.01,0.00,0.00,0.01
3.1030330657958984,0.07,-0.01,0.00,0.00,0.01
3.308027744293213,0.07,-0.01,0.00,0.00,0.01
3.5099828243255615,0.08,-0.01,0.00,0.00,0.01
3.713977098464966,0.08,-0.01,0.00,0.00,0.01
3.9179699420928955,0.07,-0.01,0.00,0.00,0.01
4.122077941894531,0.07,-0.01,0.00,0.00,0.01
